id,condition,score,sparse.decorated,category
cs20,stone_tools_self,5.0632911392404889E-2,decorated,self
cs21,stone_tools_self,0,decorated,self
cs22,stone_tools_self,0.11645569620253154,decorated,self
cs23,stone_tools_self,1.5189873417721569E-2,decorated,self
cs24,stone_tools_self,2.5316455696204466E-3,decorated,self
cs1,stone_tools_peer,0.12499999999999986,decorated,peer
cs2,stone_tools_peer,0.10632911392405046,decorated,peer
cs3,stone_tools_peer,3.5326086956521612E-2,decorated,peer
cs4,stone_tools_peer,0.20652173913043517,decorated,peer
cs5,stone_tools_peer,0.21265822784810115,decorated,peer
cs6,stone_tools_peer,7.6086956521739177E-2,decorated,peer
cs7,stone_tools_peer,9.782608695652148E-2,decorated,peer
cs8,stone_tools_peer,0.12405063291139239,decorated,peer
cs9,stone_tools_peer,2.4456521739130346E-2,decorated,peer
cs10,stone_tools_peer,6.5217391304347699E-2,decorated,peer
cs11,stone_tools_peer,0.13043478260869518,decorated,peer
cs12,stone_tools_peer,0.15189873417721508,decorated,peer
cs13,stone_tools_peer,NA,decorated,peer
cs14,stone_tools_peer,9.5108695652173947E-2,decorated,peer
cs16,stone_tools_peer,0.16455696202531639,decorated,peer
cs17,stone_tools_peer,0.16576086956521743,decorated,peer
cs18,stone_tools_peer,0.17721518987341811,decorated,peer
cs19,stone_tools_peer,7.5949367088607334E-2,decorated,peer
cs20,stone_tools_peer,0.23291139240506331,decorated,peer
cs21,stone_tools_peer,0.31645569620253139,decorated,peer
cs22,stone_tools_peer,0.14683544303797477,decorated,peer
cs23,stone_tools_peer,0.28101265822784804,decorated,peer
cs24,stone_tools_peer,0.19240506329113907,decorated,peer
cs1,stone_tools_environment,0.29076086956521729,decorated,envr
cs2,stone_tools_environment,0.5797468354430384,decorated,envr
cs3,stone_tools_environment,0.34782608695652167,decorated,envr
cs4,stone_tools_environment,0.17934782608695635,decorated,envr
cs5,stone_tools_environment,0.16455696202531689,decorated,envr
cs6,stone_tools_environment,0.13043478260869529,decorated,envr
cs7,stone_tools_environment,0.35326086956521691,decorated,envr
cs8,stone_tools_environment,0.14936708860759504,decorated,envr
cs9,stone_tools_environment,0.62228260869565222,decorated,envr
cs10,stone_tools_environment,0.13315217391304293,decorated,envr
cs11,stone_tools_environment,0.49728260869565205,decorated,envr
cs12,stone_tools_environment,0.21265822784810123,decorated,envr
cs13,stone_tools_environment,NA,decorated,envr
cs14,stone_tools_environment,0.40760869565217417,decorated,envr
cs16,stone_tools_environment,0.17721518987341864,decorated,envr
cs17,stone_tools_environment,0.17663043478260837,decorated,envr
cs18,stone_tools_environment,0.19746835443038019,decorated,envr
cs19,stone_tools_environment,0.17974683544303757,decorated,envr
cs20,stone_tools_environment,0.27088607594936731,decorated,envr
cs21,stone_tools_environment,0.2329113924050642,decorated,envr
cs22,stone_tools_environment,0.2,decorated,envr
cs23,stone_tools_environment,0.24810126582278547,decorated,envr
cs24,stone_tools_environment,0.16202531645569615,decorated,envr
cs1,stone_tools_other,2.717391304347816E-3,decorated,other
cs2,stone_tools_other,2.5316455696202445E-3,decorated,other
cs3,stone_tools_other,0,decorated,other
cs4,stone_tools_other,0,decorated,other
cs5,stone_tools_other,0,decorated,other
cs6,stone_tools_other,0,decorated,other
cs7,stone_tools_other,0,decorated,other
cs8,stone_tools_other,0,decorated,other
cs9,stone_tools_other,0,decorated,other
cs10,stone_tools_other,0,decorated,other
cs11,stone_tools_other,0,decorated,other
cs12,stone_tools_other,0,decorated,other
cs13,stone_tools_other,NA,decorated,other
cs14,stone_tools_other,0,decorated,other
cs16,stone_tools_other,0,decorated,other
cs17,stone_tools_other,0,decorated,other
cs18,stone_tools_other,0,decorated,other
cs19,stone_tools_other,0,decorated,other
cs20,stone_tools_other,2.5316455696202445E-3,decorated,other
cs21,stone_tools_other,5.0632911392405897E-3,decorated,other
cs22,stone_tools_other,0,decorated,other
cs23,stone_tools_other,0,decorated,other
cs24,stone_tools_other,0,decorated,other
cs1,stone_tools_total_time_off_task,0.46195652173913038,decorated,tot
cs2,stone_tools_total_time_off_task,0.69873417721519016,decorated,tot
cs3,stone_tools_total_time_off_task,0.40760869565217361,decorated,tot
cs4,stone_tools_total_time_off_task,0.38586956521739152,decorated,tot
cs5,stone_tools_total_time_off_task,0.38227848101265854,decorated,tot
cs6,stone_tools_total_time_off_task,0.20652173913043445,decorated,tot
cs7,stone_tools_total_time_off_task,0.45108695652173841,decorated,tot
cs8,stone_tools_total_time_off_task,0.28354430379746837,decorated,tot
cs9,stone_tools_total_time_off_task,0.64673913043478259,decorated,tot
cs10,stone_tools_total_time_off_task,0.20652173913043428,decorated,tot
cs11,stone_tools_total_time_off_task,0.63858695652173847,decorated,tot
cs12,stone_tools_total_time_off_task,0.36708860759493656,decorated,tot
cs13,stone_tools_total_time_off_task,NA,decorated,tot
cs14,stone_tools_total_time_off_task,0.50543478260869601,decorated,tot
cs16,stone_tools_total_time_off_task,0.34430379746835527,decorated,tot
cs17,stone_tools_total_time_off_task,0.34239130434782578,decorated,tot
cs18,stone_tools_total_time_off_task,0.3746835443037983,decorated,tot
cs19,stone_tools_total_time_off_task,0.29367088607594938,decorated,tot
cs20,stone_tools_total_time_off_task,0.55696202531645578,decorated,tot
cs21,stone_tools_total_time_off_task,0.55443037974683618,decorated,tot
cs22,stone_tools_total_time_off_task,0.46329113924050636,decorated,tot
cs23,stone_tools_total_time_off_task,0.54430379746835511,decorated,tot
cs24,stone_tools_total_time_off_task,0.35696202531645566,decorated,tot
cs1,solar_system_self,1.2820512820513231E-2,decorated,self
cs2,solar_system_self,7.3746312684364341E-3,decorated,self
cs3,solar_system_self,2.7065527065526972E-2,decorated,self
cs4,solar_system_self,0,decorated,self
cs5,solar_system_self,NA,decorated,self
cs6,solar_system_self,7.1225071225070975E-3,decorated,self
cs7,solar_system_self,5.8404558404558368E-2,decorated,self
cs8,solar_system_self,1.327433628318603E-2,decorated,self
cs9,solar_system_self,0,decorated,self
cs10,solar_system_self,3.1339031339031397E-2,decorated,self
cs11,solar_system_self,1.5669515669515643E-2,decorated,self
cs12,solar_system_self,1.7699115044247902E-2,decorated,self
cs13,solar_system_self,1.4245014245013055E-3,decorated,self
cs14,solar_system_self,0,decorated,self
cs16,solar_system_self,NA,decorated,self
cs17,solar_system_self,0,decorated,self
cs18,solar_system_self,2.9498525073745323E-3,decorated,self
cs19,solar_system_self,4.4247787610620492E-3,decorated,self
cs20,solar_system_self,0.16371681415929279,decorated,self
cs21,solar_system_self,4.1297935103244782E-2,decorated,self
cs22,solar_system_self,0.14896755162241868,decorated,self
cs23,solar_system_self,1.3274336283185912E-2,decorated,self
cs24,solar_system_self,2.6548672566371705E-2,decorated,self
cs1,solar_system_peer,0.22792022792022801,decorated,peer
cs2,solar_system_peer,0.15929203539823039,decorated,peer
cs3,solar_system_peer,6.1253561253561496E-2,decorated,peer
cs4,solar_system_peer,0.2079772079772077,decorated,peer
cs5,solar_system_peer,NA,decorated,peer
cs6,solar_system_peer,6.8376068376068189E-2,decorated,peer
cs7,solar_system_peer,5.9829059829059561E-2,decorated,peer
cs8,solar_system_peer,0.13569321533923273,decorated,peer
cs9,solar_system_peer,0.17663817663817635,decorated,peer
cs10,solar_system_peer,0.17521367521367476,decorated,peer
cs11,solar_system_peer,0.14814814814814825,decorated,peer
cs12,solar_system_peer,0.1637168141592921,decorated,peer
cs13,solar_system_peer,0.16096866096866103,decorated,peer
cs14,solar_system_peer,7.6923076923076913E-2,decorated,peer
cs16,solar_system_peer,NA,decorated,peer
cs17,solar_system_peer,0.17948717948717993,decorated,peer
cs18,solar_system_peer,0.20943952802359886,decorated,peer
cs19,solar_system_peer,0.11504424778761072,decorated,peer
cs20,solar_system_peer,0.22123893805309711,decorated,peer
cs21,solar_system_peer,0.20501474926253704,decorated,peer
cs22,solar_system_peer,0.18584070796460159,decorated,peer
cs23,solar_system_peer,0.19616519174041369,decorated,peer
cs24,solar_system_peer,0.15929203539823006,decorated,peer
cs1,solar_system_environment,9.40170940170936E-2,decorated,envr
cs2,solar_system_environment,0.16371681415929201,decorated,envr
cs3,solar_system_environment,0.37464387464387455,decorated,envr
cs4,solar_system_environment,4.4159544159543887E-2,decorated,envr
cs5,solar_system_environment,NA,decorated,envr
cs6,solar_system_environment,7.4074074074074125E-2,decorated,envr
cs7,solar_system_environment,0.29202279202279202,decorated,envr
cs8,solar_system_environment,0.13864306784660807,decorated,envr
cs9,solar_system_environment,0.23219373219373265,decorated,envr
cs10,solar_system_environment,3.5612535612535731E-2,decorated,envr
cs11,solar_system_environment,0.24501424501424496,decorated,envr
cs12,solar_system_environment,0.15634218289085533,decorated,envr
cs13,solar_system_environment,7.8347578347578578E-2,decorated,envr
cs14,solar_system_environment,0.18233618233618187,decorated,envr
cs16,solar_system_environment,NA,decorated,envr
cs17,solar_system_environment,5.8404558404558424E-2,decorated,envr
cs18,solar_system_environment,0.11799410029498483,decorated,envr
cs19,solar_system_environment,0.11799410029498546,decorated,envr
cs20,solar_system_environment,0.37168141592920267,decorated,envr
cs21,solar_system_environment,0.19026548672566351,decorated,envr
cs22,solar_system_environment,0.27728613569321547,decorated,envr
cs23,solar_system_environment,7.0796460176991691E-2,decorated,envr
cs24,solar_system_environment,0.14306784660766925,decorated,envr
cs1,solar_system_other,0,decorated,other
cs2,solar_system_other,0,decorated,other
cs3,solar_system_other,1.8518518518518452E-2,decorated,other
cs4,solar_system_other,0,decorated,other
cs5,solar_system_other,NA,decorated,other
cs6,solar_system_other,0,decorated,other
cs7,solar_system_other,0,decorated,other
cs8,solar_system_other,0,decorated,other
cs9,solar_system_other,0,decorated,other
cs10,solar_system_other,0,decorated,other
cs11,solar_system_other,0,decorated,other
cs12,solar_system_other,0,decorated,other
cs13,solar_system_other,0,decorated,other
cs14,solar_system_other,0,decorated,other
cs16,solar_system_other,NA,decorated,other
cs17,solar_system_other,0,decorated,other
cs18,solar_system_other,0,decorated,other
cs19,solar_system_other,0,decorated,other
cs20,solar_system_other,0,decorated,other
cs21,solar_system_other,0,decorated,other
cs22,solar_system_other,0,decorated,other
cs23,solar_system_other,0,decorated,other
cs24,solar_system_other,0,decorated,other
cs1,solar_system_total_time_off_task,0.33475783475783483,decorated,tot
cs2,solar_system_total_time_off_task,0.33038348082595881,decorated,tot
cs3,solar_system_total_time_off_task,0.48148148148148151,decorated,tot
cs4,solar_system_total_time_off_task,0.25213675213675157,decorated,tot
cs5,solar_system_total_time_off_task,NA,decorated,tot
cs6,solar_system_total_time_off_task,0.1495726495726494,decorated,tot
cs7,solar_system_total_time_off_task,0.41025641025640996,decorated,tot
cs8,solar_system_total_time_off_task,0.28761061946902683,decorated,tot
cs9,solar_system_total_time_off_task,0.40883190883190901,decorated,tot
cs10,solar_system_total_time_off_task,0.24216524216524188,decorated,tot
cs11,solar_system_total_time_off_task,0.4088319088319089,decorated,tot
cs12,solar_system_total_time_off_task,0.33775811209439532,decorated,tot
cs13,solar_system_total_time_off_task,0.24074074074074092,decorated,tot
cs14,solar_system_total_time_off_task,0.2592592592592588,decorated,tot
cs16,solar_system_total_time_off_task,NA,decorated,tot
cs17,solar_system_total_time_off_task,0.23789173789173837,decorated,tot
cs18,solar_system_total_time_off_task,0.33038348082595825,decorated,tot
cs19,solar_system_total_time_off_task,0.23746312684365822,decorated,tot
cs20,solar_system_total_time_off_task,0.75663716814159265,decorated,tot
cs21,solar_system_total_time_off_task,0.43657817109144531,decorated,tot
cs22,solar_system_total_time_off_task,0.61209439528023568,decorated,tot
cs23,solar_system_total_time_off_task,0.28023598820059131,decorated,tot
cs24,solar_system_total_time_off_task,0.32890855457227103,decorated,tot
cs1,flight_self,0.0161073825503355,decorated,self
cs2,flight_self,0.00292397660818712,decorated,self
cs3,flight_self,0.00671140939597313,decorated,self
cs4,flight_self,0,decorated,self
cs5,flight_self,0,decorated,self
cs6,flight_self,0.0174496644295301,decorated,self
cs7,flight_self,0,decorated,self
cs8,flight_self,0.0891812865497078,decorated,self
cs9,flight_self,0,decorated,self
cs10,flight_self,0.00671140939597313,decorated,self
cs11,flight_self,0.0362416107382549,decorated,self
cs12,flight_self,0.0131578947368422,decorated,self
cs13,flight_self,0.0187919463087249,decorated,self
cs14,flight_self,0,decorated,self
cs16,flight_self,0.00877192982456137,decorated,self
cs17,flight_self,0,decorated,self
cs18,flight_self,0.0380116959064327,decorated,self
cs19,flight_self,0.0687134502923976,decorated,self
cs20,flight_self,0.156432748538011,decorated,self
cs21,flight_self,0.0233918128654969,decorated,self
cs22,flight_self,0.0687134502923978,decorated,self
cs23,flight_self,0.0219298245614035,decorated,self
cs24,flight_self,0.00877192982456137,decorated,self
cs1,flight_peer,0.216107382550336,decorated,peer
cs2,flight_peer,0.171052631578948,decorated,peer
cs3,flight_peer,0.0832214765100671,decorated,peer
cs4,flight_peer,0.195973154362416,decorated,peer
cs5,flight_peer,0.181286549707603,decorated,peer
cs6,flight_peer,0.0577181208053692,decorated,peer
cs7,flight_peer,0.0872483221476513,decorated,peer
cs8,flight_peer,0.191520467836257,decorated,peer
cs9,flight_peer,0.166442953020134,decorated,peer
cs10,flight_peer,0.169127516778523,decorated,peer
cs11,flight_peer,0.095302013422819,decorated,peer
cs12,flight_peer,0.141812865497076,decorated,peer
cs13,flight_peer,0.114093959731544,decorated,peer
cs14,flight_peer,0.110067114093959,decorated,peer
cs16,flight_peer,0.18859649122807,decorated,peer
cs17,flight_peer,0.226845637583893,decorated,peer
cs18,flight_peer,0.173976608187134,decorated,peer
cs19,flight_peer,0.0862573099415204,decorated,peer
cs20,flight_peer,0.241228070175439,decorated,peer
cs21,flight_peer,0.273391812865497,decorated,peer
cs22,flight_peer,0.223684210526316,decorated,peer
cs23,flight_peer,0.230994152046784,decorated,peer
cs24,flight_peer,0.16812865497076,decorated,peer
cs1,flight_environment,0.204026845637584,decorated,envr
cs2,flight_environment,0.238304093567251,decorated,envr
cs3,flight_environment,0.281879194630873,decorated,envr
cs4,flight_environment,0.0604026845637579,decorated,envr
cs5,flight_environment,0.0921052631578947,decorated,envr
cs6,flight_environment,0.154362416107382,decorated,envr
cs7,flight_environment,0.36241610738255,decorated,envr
cs8,flight_environment,0.119883040935673,decorated,envr
cs9,flight_environment,0.246979865771812,decorated,envr
cs10,flight_environment,0.128859060402685,decorated,envr
cs11,flight_environment,0.342281879194631,decorated,envr
cs12,flight_environment,0.108187134502924,decorated,envr
cs13,flight_environment,0.324832214765101,decorated,envr
cs14,flight_environment,0.138255033557047,decorated,envr
cs16,flight_environment,0.194444444444444,decorated,envr
cs17,flight_environment,0.114093959731544,decorated,envr
cs18,flight_environment,0.108187134502924,decorated,envr
cs19,flight_environment,0.248538011695906,decorated,envr
cs20,flight_environment,0.239766081871345,decorated,envr
cs21,flight_environment,0.165204678362573,decorated,envr
cs22,flight_environment,0.277777777777778,decorated,envr
cs23,flight_environment,0.0467836257309942,decorated,envr
cs24,flight_environment,0.097953216374269,decorated,envr
cs1,flight_other,0,decorated,other
cs2,flight_other,0.0043859649122808,decorated,other
cs3,flight_other,0.00268456375838925,decorated,other
cs4,flight_other,0.00134228187919484,decorated,other
cs5,flight_other,0.00438596491228069,decorated,other
cs6,flight_other,0,decorated,other
cs7,flight_other,0.00134228187919473,decorated,other
cs8,flight_other,0.0043859649122808,decorated,other
cs9,flight_other,0,decorated,other
cs10,flight_other,0,decorated,other
cs11,flight_other,0,decorated,other
cs12,flight_other,0.00146198830409356,decorated,other
cs13,flight_other,0,decorated,other
cs14,flight_other,0.00268456375838925,decorated,other
cs16,flight_other,0.00146198830409356,decorated,other
cs17,flight_other,0,decorated,other
cs18,flight_other,0.00146198830409345,decorated,other
cs19,flight_other,0,decorated,other
cs20,flight_other,0.00730994152046787,decorated,other
cs21,flight_other,0.00584795321637436,decorated,other
cs22,flight_other,0.00292397660818712,decorated,other
cs23,flight_other,0.00146198830409356,decorated,other
cs24,flight_other,0.00146198830409356,decorated,other
cs1,flight_total_time_off_task,0.436241610738255,decorated,tot
cs2,flight_total_time_off_task,0.416666666666667,decorated,tot
cs3,flight_total_time_off_task,0.374496644295302,decorated,tot
cs4,flight_total_time_off_task,0.257718120805369,decorated,tot
cs5,flight_total_time_off_task,0.277777777777779,decorated,tot
cs6,flight_total_time_off_task,0.229530201342282,decorated,tot
cs7,flight_total_time_off_task,0.451006711409396,decorated,tot
cs8,flight_total_time_off_task,0.404970760233918,decorated,tot
cs9,flight_total_time_off_task,0.413422818791946,decorated,tot
cs10,flight_total_time_off_task,0.304697986577181,decorated,tot
cs11,flight_total_time_off_task,0.473825503355705,decorated,tot
cs12,flight_total_time_off_task,0.264619883040936,decorated,tot
cs13,flight_total_time_off_task,0.457718120805369,decorated,tot
cs14,flight_total_time_off_task,0.251006711409396,decorated,tot
cs16,flight_total_time_off_task,0.393274853801169,decorated,tot
cs17,flight_total_time_off_task,0.340939597315436,decorated,tot
cs18,flight_total_time_off_task,0.321637426900585,decorated,tot
cs19,flight_total_time_off_task,0.403508771929824,decorated,tot
cs20,flight_total_time_off_task,0.644736842105263,decorated,tot
cs21,flight_total_time_off_task,0.467836257309942,decorated,tot
cs22,flight_total_time_off_task,0.573099415204679,decorated,tot
cs23,flight_total_time_off_task,0.301169590643275,decorated,tot
cs24,flight_total_time_off_task,0.276315789473684,decorated,tot
cs1,decorated_self,0.0241353854134714,decorated,self
cs2,decorated_self,0.00680839671836818,decorated,self
cs3,decorated_self,0.0194111527335435,decorated,self
cs4,decorated_self,0,decorated,self
cs5,decorated_self,0.00253164556962024,decorated,self
cs6,decorated_self,0.00819072385067908,decorated,self
cs7,decorated_self,0.0194681861348528,decorated,self
cs8,decorated_self,0.0375274017037916,decorated,self
cs9,decorated_self,0,decorated,self
cs10,decorated_self,0.0154008715493494,decorated,self
cs11,decorated_self,0.0209268972083873,decorated,self
cs12,decorated_self,0.0111295517835701,decorated,self
cs13,decorated_self,0.0101082238666131,decorated,self
cs14,decorated_self,0.000905797101449272,decorated,self
cs16,decorated_self,0.00565178769709081,decorated,self
cs17,decorated_self,0,decorated,self
cs18,decorated_self,0.0136538494712691,decorated,self
cs19,decorated_self,0.037037637532588,decorated,self
cs20,decorated_self,0.123594158029903,decorated,self
cs21,decorated_self,0.0215632493229139,decorated,self
cs22,decorated_self,0.111378899372449,decorated,self
cs23,decorated_self,0.0167980114207703,decorated,self
cs24,decorated_self,0.0126174159868512,decorated,self
cs1,decorated_peer,0.189675870156855,decorated,peer
cs2,decorated_peer,0.145557926967076,decorated,peer
cs3,decorated_peer,0.0599337082400501,decorated,peer
cs4,decorated_peer,0.20349070049002,decorated,peer
cs5,decorated_peer,0.196972388777852,decorated,peer
cs6,decorated_peer,0.0673937152343922,decorated,peer
cs7,decorated_peer,0.0816344896444108,decorated,peer
cs8,decorated_peer,0.150421438695627,decorated,peer
cs9,decorated_peer,0.122512550465814,decorated,peer
cs10,decorated_peer,0.136519527765515,decorated,peer
cs11,decorated_peer,0.124628314726554,decorated,peer
cs12,decorated_peer,0.152476137944528,decorated,peer
cs13,decorated_peer,0.137531310350103,decorated,peer
cs14,decorated_peer,0.0940329622230701,decorated,peer
cs16,decorated_peer,0.176576726626693,decorated,peer
cs17,decorated_peer,0.19069789554543,decorated,peer
cs18,decorated_peer,0.186877108694717,decorated,peer
cs19,decorated_peer,0.0924169749392462,decorated,peer
cs20,decorated_peer,0.2317928002112,decorated,peer
cs21,decorated_peer,0.264954086110189,decorated,peer
cs22,decorated_peer,0.185453453842964,decorated,peer
cs23,decorated_peer,0.236057334005015,decorated,peer
cs24,decorated_peer,0.173275251220043,decorated,peer
cs1,decorated_environment,0.196268269739965,decorated,envr
cs2,decorated_environment,0.327255914389861,decorated,envr
cs3,decorated_environment,0.33478305207709,decorated,envr
cs4,decorated_environment,0.0946366849367527,decorated,envr
cs5,decorated_environment,0.128331112591606,decorated,envr
cs6,decorated_environment,0.119623757596717,decorated,envr
cs7,decorated_environment,0.335899922990186,decorated,envr
cs8,decorated_environment,0.135964399129959,decorated,envr
cs9,decorated_environment,0.367152068887066,decorated,envr
cs10,decorated_environment,0.0992079233094212,decorated,envr
cs11,decorated_environment,0.361526244301509,decorated,envr
cs12,decorated_environment,0.159062515080627,decorated,envr
cs13,decorated_environment,0.20158989655634,decorated,envr
cs14,decorated_environment,0.242733303848468,decorated,envr
cs16,decorated_environment,0.185829817158931,decorated,envr
cs17,decorated_environment,0.11637631763957,decorated,envr
cs18,decorated_environment,0.141216529742763,decorated,envr
cs19,decorated_environment,0.182092982477976,decorated,envr
cs20,decorated_environment,0.294111191249971,decorated,envr
cs21,decorated_environment,0.1961271858311,decorated,envr
cs22,decorated_environment,0.251687971156998,decorated,envr
cs23,decorated_environment,0.121893783910257,decorated,envr
cs24,decorated_environment,0.134348793145878,decorated,envr
cs1,decorated_other,0.000905797101449272,decorated,other
cs2,decorated_other,0.00230587016063368,decorated,other
cs3,decorated_other,0.00706769409230257,decorated,other
cs4,decorated_other,0.000447427293064947,decorated,other
cs5,decorated_other,0.00219298245614034,decorated,other
cs6,decorated_other,0,decorated,other
cs7,decorated_other,0.000447427293064911,decorated,other
cs8,decorated_other,0.0014619883040936,decorated,other
cs9,decorated_other,0,decorated,other
cs10,decorated_other,0,decorated,other
cs11,decorated_other,0,decorated,other
cs12,decorated_other,0.000487329434697854,decorated,other
cs13,decorated_other,0,decorated,other
cs14,decorated_other,0.000894854586129751,decorated,other
cs16,decorated_other,0.000730994152046781,decorated,other
cs17,decorated_other,0,decorated,other
cs18,decorated_other,0.000487329434697815,decorated,other
cs19,decorated_other,0,decorated,other
cs20,decorated_other,0.00328052903002937,decorated,other
cs21,decorated_other,0.00363708145187165,decorated,other
cs22,decorated_other,0.000974658869395708,decorated,other
cs23,decorated_other,0.000487329434697854,decorated,other
cs24,decorated_other,0.000487329434697854,decorated,other
cs1,decorated_total_time_off_task,0.41098532241174,decorated,tot
cs2,decorated_total_time_off_task,0.481928108235939,decorated,tot
cs3,decorated_total_time_off_task,0.421195607142986,decorated,tot
cs4,decorated_total_time_off_task,0.298574812719837,decorated,tot
cs5,decorated_total_time_off_task,0.330028129395219,decorated,tot
cs6,decorated_total_time_off_task,0.195208196681788,decorated,tot
cs7,decorated_total_time_off_task,0.437450026062515,decorated,tot
cs8,decorated_total_time_off_task,0.325375227833471,decorated,tot
cs9,decorated_total_time_off_task,0.489664619352879,decorated,tot
cs10,decorated_total_time_off_task,0.251128322624286,decorated,tot
cs11,decorated_total_time_off_task,0.507081456236451,decorated,tot
cs12,decorated_total_time_off_task,0.323155534243423,decorated,tot
cs13,decorated_total_time_off_task,0.349229430773055,decorated,tot
cs14,decorated_total_time_off_task,0.338566917759117,decorated,tot
cs16,decorated_total_time_off_task,0.368789325634762,decorated,tot
cs17,decorated_total_time_off_task,0.307074213185,decorated,tot
cs18,decorated_total_time_off_task,0.342234817343447,decorated,tot
cs19,decorated_total_time_off_task,0.311547594949811,decorated,tot
cs20,decorated_total_time_off_task,0.652778678521104,decorated,tot
cs21,decorated_total_time_off_task,0.486281602716075,decorated,tot
cs22,decorated_total_time_off_task,0.549494983241807,decorated,tot
cs23,decorated_total_time_off_task,0.37523645877074,decorated,tot
cs24,decorated_total_time_off_task,0.32072878978747,decorated,tot
